frame_path,detector_score,label,video_id
Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a/frame_000009.jpg,0.03642132133245468,1,Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e/frame_000026.jpg,0.38646042346954346,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e
Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385/frame_000014.jpg,0.8771020770072937,1,Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385
Celeb-real__id10_0006__556711a5/frame_000027.jpg,0.12229153513908386,0,Celeb-real__id10_0006__556711a5
Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2/frame_000016.jpg,0.7217193841934204,1,Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2
YouTube-real__00096__5cc42443/frame_000029.jpg,0.4656280279159546,0,YouTube-real__00096__5cc42443
Celeb-real__id8_0000__bed3475b/frame_000008.jpg,0.4051786959171295,0,Celeb-real__id8_0000__bed3475b
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0/frame_000017.jpg,0.323565810918808,1,Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0
Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896/frame_000017.jpg,0.7463508248329163,1,Celeb-synthesis__FaceReenact__MCNET__id41_id47_0001__446dc896
Celeb-real__id8_0007__b443b21d/frame_000030.jpg,0.4551454484462738,0,Celeb-real__id8_0007__b443b21d
Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a/frame_000025.jpg,0.5466316938400269,1,Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a
YouTube-real__00237__aaeb197a/frame_000020.jpg,0.3415210247039795,0,YouTube-real__00237__aaeb197a
Celeb-real__id22_0002__0a374460/frame_000010.jpg,0.3670805096626282,0,Celeb-real__id22_0002__0a374460
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000027.jpg,0.26223599910736084,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000008.jpg,0.3100823760032654,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
YouTube-real__00035__97d80fd9/frame_000013.jpg,0.010518311522901058,0,YouTube-real__00035__97d80fd9
Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084/frame_000025.jpg,0.675567626953125,1,Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084
YouTube-real__00192__40a2635f/frame_000026.jpg,0.12177389115095139,0,YouTube-real__00192__40a2635f
YouTube-real__00207__44d1e320/frame_000016.jpg,0.45103737711906433,0,YouTube-real__00207__44d1e320
Celeb-real__id41_0006__b2c84306/frame_000026.jpg,0.14135469496250153,0,Celeb-real__id41_0006__b2c84306
Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca/frame_000029.jpg,0.7105327844619751,1,Celeb-synthesis__FaceReenact__DaGAN__id54_id52_0005__a1af17ca
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575/frame_000001.jpg,0.7087065577507019,1,Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575
YouTube-real__00088__082b4c4c/frame_000015.jpg,0.4039229452610016,0,YouTube-real__00088__082b4c4c
Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c/frame_000011.jpg,0.23809953033924103,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id23_0001__6311249c
YouTube-real__00012__3a81ebd4/frame_000002.jpg,0.22693008184432983,0,YouTube-real__00012__3a81ebd4
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6/frame_000004.jpg,0.9851588606834412,1,Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6
YouTube-real__00196__a95352ad/frame_000006.jpg,0.0753127709031105,0,YouTube-real__00196__a95352ad
Celeb-real__id41_0007__0653214a/frame_000015.jpg,0.3820398151874542,0,Celeb-real__id41_0007__0653214a
Celeb-real__id54_0001__342a1698/frame_000002.jpg,0.3537552058696747,0,Celeb-real__id54_0001__342a1698
Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70/frame_000022.jpg,0.3635825216770172,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70
YouTube-real__00016__8a41b01a/frame_000003.jpg,0.2655883729457855,0,YouTube-real__00016__8a41b01a
YouTube-real__00241__65558a5a/frame_000028.jpg,0.47672542929649353,0,YouTube-real__00241__65558a5a
Celeb-real__id10_0004__2f2a56d2/frame_000021.jpg,0.2505953013896942,0,Celeb-real__id10_0004__2f2a56d2
Celeb-real__id22_0000__8dfd7fca/frame_000024.jpg,0.2939172089099884,0,Celeb-real__id22_0000__8dfd7fca
YouTube-real__00188__1dfcd8c6/frame_000026.jpg,0.28852152824401855,0,YouTube-real__00188__1dfcd8c6
Celeb-real__id44_0004__d999d2a1/frame_000020.jpg,0.5556605458259583,0,Celeb-real__id44_0004__d999d2a1
Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385/frame_000019.jpg,0.7300724387168884,1,Celeb-synthesis__FaceReenact__HyperReenact__id50_id53_0004__6aa45385
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e/frame_000002.jpg,0.5093222856521606,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e
Celeb-real__id24_0003__a477989b/frame_000017.jpg,0.40609249472618103,0,Celeb-real__id24_0003__a477989b
YouTube-real__00088__082b4c4c/frame_000030.jpg,0.39067450165748596,0,YouTube-real__00088__082b4c4c
Celeb-real__id10_0006__556711a5/frame_000013.jpg,0.24286867678165436,0,Celeb-real__id10_0006__556711a5
Celeb-synthesis__FaceReenact__TPSMM__id44_id48_0001__04ab7d66/frame_000013.jpg,0.8902648687362671,1,Celeb-synthesis__FaceReenact__TPSMM__id44_id48_0001__04ab7d66
Celeb-real__id52_0003__d335faab/frame_000027.jpg,0.26454830169677734,0,Celeb-real__id52_0003__d335faab
Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4/frame_000011.jpg,0.5551342964172363,1,Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4
YouTube-real__00024__21bb6f4b/frame_000001.jpg,0.41649454832077026,0,YouTube-real__00024__21bb6f4b
Celeb-real__id10_0006__556711a5/frame_000002.jpg,0.29094943404197693,0,Celeb-real__id10_0006__556711a5
Celeb-real__id8_0007__b443b21d/frame_000001.jpg,0.3510063886642456,0,Celeb-real__id8_0007__b443b21d
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a/frame_000021.jpg,0.6205283999443054,1,Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11/frame_000030.jpg,0.7089540362358093,1,Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11
YouTube-real__00286__8f69328e/frame_000027.jpg,0.3845120370388031,0,YouTube-real__00286__8f69328e
Celeb-real__id24_0001__7b89a9c5/frame_000005.jpg,0.8105523586273193,0,Celeb-real__id24_0001__7b89a9c5
YouTube-real__00012__3a81ebd4/frame_000017.jpg,0.27042481303215027,0,YouTube-real__00012__3a81ebd4
Celeb-real__id52_0003__d335faab/frame_000029.jpg,0.25287964940071106,0,Celeb-real__id52_0003__d335faab
Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2/frame_000005.jpg,0.30983680486679077,1,Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2
Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a/frame_000020.jpg,0.4554603397846222,1,Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb/frame_000017.jpg,0.8856469392776489,1,Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb
Celeb-real__id19_0007__a1e0f6a6/frame_000000.jpg,0.17905187606811523,0,Celeb-real__id19_0007__a1e0f6a6
Celeb-synthesis__FaceReenact__LIA__id1_id0_0009__bf3b87a6/frame_000006.jpg,0.6246815919876099,1,Celeb-synthesis__FaceReenact__LIA__id1_id0_0009__bf3b87a6
YouTube-real__00025__db3eb10e/frame_000023.jpg,0.4788835346698761,0,YouTube-real__00025__db3eb10e
Celeb-real__id24_0001__7b89a9c5/frame_000026.jpg,0.47199249267578125,0,Celeb-real__id24_0001__7b89a9c5
Celeb-real__id8_0007__b443b21d/frame_000023.jpg,0.43538931012153625,0,Celeb-real__id8_0007__b443b21d
Celeb-real__id44_0005__9170560b/frame_000004.jpg,0.5337353944778442,0,Celeb-real__id44_0005__9170560b
YouTube-real__00237__aaeb197a/frame_000001.jpg,0.3431428372859955,0,YouTube-real__00237__aaeb197a
Celeb-real__id24_0003__a477989b/frame_000019.jpg,0.4551556408405304,0,Celeb-real__id24_0003__a477989b
Celeb-real__id54_0004__3e0ab6d0/frame_000017.jpg,0.3386918902397156,0,Celeb-real__id54_0004__3e0ab6d0
YouTube-real__00213__b52f3036/frame_000005.jpg,0.17211252450942993,0,YouTube-real__00213__b52f3036
Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4/frame_000010.jpg,0.540108859539032,1,Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4
Celeb-real__id52_0003__d335faab/frame_000016.jpg,0.254412442445755,0,Celeb-real__id52_0003__d335faab
YouTube-real__00147__320f9c80/frame_000023.jpg,0.5531774163246155,0,YouTube-real__00147__320f9c80
Celeb-synthesis__TalkingFace__Real3DPortrait__id52_0005_test_id08392_AiCBF9JW-d8__5b87d047/frame_000007.jpg,0.8362127542495728,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id52_0005_test_id08392_AiCBF9JW-d8__5b87d047
Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75/frame_000002.jpg,0.24483254551887512,1,Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75
Celeb-real__id10_0004__2f2a56d2/frame_000009.jpg,0.20587824285030365,0,Celeb-real__id10_0004__2f2a56d2
Celeb-synthesis__FaceReenact__FSRT__id54_id56_0002__3a49963f/frame_000003.jpg,0.6774278879165649,1,Celeb-synthesis__FaceReenact__FSRT__id54_id56_0002__3a49963f
Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4/frame_000017.jpg,0.971310019493103,1,Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4
Celeb-real__id22_0002__0a374460/frame_000004.jpg,0.4109836220741272,0,Celeb-real__id22_0002__0a374460
Celeb-synthesis__FaceReenact__LivePortrait__id1_id9_0006__392823df/frame_000018.jpg,0.1028209999203682,1,Celeb-synthesis__FaceReenact__LivePortrait__id1_id9_0006__392823df
Celeb-real__id44_0004__d999d2a1/frame_000016.jpg,0.5051896572113037,0,Celeb-real__id44_0004__d999d2a1
Celeb-real__id8_0000__bed3475b/frame_000005.jpg,0.41255271434783936,0,Celeb-real__id8_0000__bed3475b
Celeb-real__id54_0002__c9b3819e/frame_000023.jpg,0.28654325008392334,0,Celeb-real__id54_0002__c9b3819e
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000011.jpg,0.3856468200683594,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
Celeb-real__id22_0002__0a374460/frame_000026.jpg,0.18791425228118896,0,Celeb-real__id22_0002__0a374460
YouTube-real__00146__85d6bb79/frame_000001.jpg,0.2895973026752472,0,YouTube-real__00146__85d6bb79
Celeb-synthesis__FaceSwap__UniFace__id19_id26_0002__4c8417c3/frame_000006.jpg,0.345305472612381,1,Celeb-synthesis__FaceSwap__UniFace__id19_id26_0002__4c8417c3
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11/frame_000006.jpg,0.4000733494758606,1,Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11
Celeb-real__id50_0002__47f9542c/frame_000002.jpg,0.4343257546424866,0,Celeb-real__id50_0002__47f9542c
YouTube-real__00206__5a5fdf70/frame_000009.jpg,0.4329436123371124,0,YouTube-real__00206__5a5fdf70
Celeb-real__id50_0005__3870d23c/frame_000008.jpg,0.3994549810886383,0,Celeb-real__id50_0005__3870d23c
Celeb-real__id10_0002__6a16be4b/frame_000012.jpg,0.10361599922180176,0,Celeb-real__id10_0002__6a16be4b
Celeb-real__id50_0004__81ceaea0/frame_000031.jpg,0.3618936538696289,0,Celeb-real__id50_0004__81ceaea0
Celeb-synthesis__FaceReenact__LIA__id19_id23_0004__128b77dc/frame_000019.jpg,0.28795841336250305,1,Celeb-synthesis__FaceReenact__LIA__id19_id23_0004__128b77dc
YouTube-real__00205__7e19abde/frame_000018.jpg,0.20507647097110748,0,YouTube-real__00205__7e19abde
YouTube-real__00204__52004e3b/frame_000020.jpg,0.5106028914451599,0,YouTube-real__00204__52004e3b
Celeb-synthesis__FaceSwap__HifiFace__id24_id19_0005__76414daf/frame_000015.jpg,0.13858123123645782,1,Celeb-synthesis__FaceSwap__HifiFace__id24_id19_0005__76414daf
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6/frame_000012.jpg,0.976677417755127,1,Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6
Celeb-synthesis__FaceSwap__BlendFace__id8_id3_0008__d6eac4ea/frame_000026.jpg,0.35060757398605347,1,Celeb-synthesis__FaceSwap__BlendFace__id8_id3_0008__d6eac4ea
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000022.jpg,0.17274129390716553,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4/frame_000018.jpg,0.9334976673126221,1,Celeb-synthesis__FaceReenact__TPSMM__id50_id57_0001__7ad6b6a4
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a/frame_000006.jpg,0.3238360583782196,1,Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a
Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8/frame_000026.jpg,0.21120430529117584,1,Celeb-synthesis__FaceReenact__DaGAN__id10_id11_0006__3712bab8
Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf/frame_000014.jpg,0.3164903223514557,1,Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf
Celeb-real__id50_0005__3870d23c/frame_000017.jpg,0.5209506154060364,0,Celeb-real__id50_0005__3870d23c
YouTube-real__00241__65558a5a/frame_000021.jpg,0.47593945264816284,0,YouTube-real__00241__65558a5a
Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7/frame_000025.jpg,0.7154207229614258,1,Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7
Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c/frame_000022.jpg,0.35652896761894226,1,Celeb-synthesis__FaceSwap__BlendFace__id24_id19_0000__d3b9420c
YouTube-real__00075__0ae7a63e/frame_000010.jpg,0.4672611355781555,0,YouTube-real__00075__0ae7a63e
Celeb-real__id22_0000__8dfd7fca/frame_000025.jpg,0.11325713992118835,0,Celeb-real__id22_0000__8dfd7fca
Celeb-synthesis__TalkingFace__EchoMimic__id54_0004_test_id01106_mkgP19APekU__a3c8203c/frame_000009.jpg,0.2420872002840042,1,Celeb-synthesis__TalkingFace__EchoMimic__id54_0004_test_id01106_mkgP19APekU__a3c8203c
Celeb-real__id41_0006__b2c84306/frame_000031.jpg,0.18385793268680573,0,Celeb-real__id41_0006__b2c84306
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0/frame_000000.jpg,0.3800913691520691,1,Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000003.jpg,0.10330864042043686,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98/frame_000022.jpg,0.7285362482070923,1,Celeb-synthesis__FaceReenact__LIA__id1_id17_0006__8fc47d98
Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf/frame_000029.jpg,0.29197055101394653,1,Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575/frame_000024.jpg,0.9204652905464172,1,Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575
YouTube-real__00157__6f226d5a/frame_000030.jpg,0.4599403738975525,0,YouTube-real__00157__6f226d5a
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e/frame_000004.jpg,0.49710744619369507,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e
Celeb-synthesis__TalkingFace__IP_LAP__id54_0003_test_id02317_B_Tih3Eph2k__e9dd2498/frame_000026.jpg,0.7977752685546875,1,Celeb-synthesis__TalkingFace__IP_LAP__id54_0003_test_id02317_B_Tih3Eph2k__e9dd2498
Celeb-real__id19_0000__795a8811/frame_000003.jpg,0.12855345010757446,0,Celeb-real__id19_0000__795a8811
Celeb-real__id54_0004__3e0ab6d0/frame_000023.jpg,0.37459835410118103,0,Celeb-real__id54_0004__3e0ab6d0
Celeb-synthesis__TalkingFace__EchoMimic__id24_0009_test_id01000_f-mjLyC1-4g__3e1aa409/frame_000024.jpg,0.14490823447704315,1,Celeb-synthesis__TalkingFace__EchoMimic__id24_0009_test_id01000_f-mjLyC1-4g__3e1aa409
Celeb-synthesis__TalkingFace__AniTalker__id24_0009_test_id00812_7ppP2WTpZ1s__0dde1eb3/frame_000027.jpg,0.39474496245384216,1,Celeb-synthesis__TalkingFace__AniTalker__id24_0009_test_id00812_7ppP2WTpZ1s__0dde1eb3
YouTube-real__00099__65380240/frame_000008.jpg,0.3311728835105896,0,YouTube-real__00099__65380240
Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15/frame_000009.jpg,0.21742942929267883,1,Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15
YouTube-real__00172__5894f923/frame_000019.jpg,0.2874545156955719,0,YouTube-real__00172__5894f923
Celeb-real__id22_0009__54037f2f/frame_000009.jpg,0.13103792071342468,0,Celeb-real__id22_0009__54037f2f
Celeb-synthesis__FaceReenact__DaGAN__id52_id49_0006__6d570d42/frame_000007.jpg,0.36522188782691956,1,Celeb-synthesis__FaceReenact__DaGAN__id52_id49_0006__6d570d42
Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d/frame_000030.jpg,0.9769242405891418,1,Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d
Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7/frame_000021.jpg,0.7578003406524658,1,Celeb-synthesis__FaceReenact__TPSMM__id1_id3_0003__f80b2cc7
Celeb-real__id44_0000__e7d85637/frame_000008.jpg,0.4144168198108673,0,Celeb-real__id44_0000__e7d85637
Celeb-real__id8_0000__bed3475b/frame_000019.jpg,0.39755868911743164,0,Celeb-real__id8_0000__bed3475b
Celeb-real__id19_0000__795a8811/frame_000028.jpg,0.18409550189971924,0,Celeb-real__id19_0000__795a8811
Celeb-real__id10_0002__6a16be4b/frame_000022.jpg,0.17303715646266937,0,Celeb-real__id10_0002__6a16be4b
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a/frame_000005.jpg,0.4801735281944275,1,Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a
Celeb-real__id8_0000__bed3475b/frame_000026.jpg,0.40857836604118347,0,Celeb-real__id8_0000__bed3475b
Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a/frame_000014.jpg,0.5508126616477966,1,Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a
Celeb-real__id54_0004__3e0ab6d0/frame_000008.jpg,0.311004102230072,0,Celeb-real__id54_0004__3e0ab6d0
Celeb-synthesis__TalkingFace__SadTalker__id23_0001_test_id03862_6W_l9CHyUZg__6bb62c2a/frame_000006.jpg,0.09514341503381729,1,Celeb-synthesis__TalkingFace__SadTalker__id23_0001_test_id03862_6W_l9CHyUZg__6bb62c2a
Celeb-real__id44_0005__9170560b/frame_000013.jpg,0.5766552686691284,0,Celeb-real__id44_0005__9170560b
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0/frame_000018.jpg,0.16711771488189697,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0
YouTube-real__00050__d005a88f/frame_000002.jpg,0.19656157493591309,0,YouTube-real__00050__d005a88f
Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529/frame_000031.jpg,0.3899078071117401,1,Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529
YouTube-real__00205__7e19abde/frame_000000.jpg,0.17245151102542877,0,YouTube-real__00205__7e19abde
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e/frame_000012.jpg,0.4949691593647003,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e
Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084/frame_000014.jpg,0.6742318272590637,1,Celeb-synthesis__FaceReenact__MCNET__id54_id53_0001__49ea4084
Celeb-synthesis__TalkingFace__EchoMimic__id54_0004_test_id01106_mkgP19APekU__a3c8203c/frame_000003.jpg,0.17611782252788544,1,Celeb-synthesis__TalkingFace__EchoMimic__id54_0004_test_id01106_mkgP19APekU__a3c8203c
Celeb-synthesis__TalkingFace__SadTalker__id50_0003_test_id03382_NlRnEAJTS3Y__1d0fa42c/frame_000017.jpg,0.35426831245422363,1,Celeb-synthesis__TalkingFace__SadTalker__id50_0003_test_id03382_NlRnEAJTS3Y__1d0fa42c
Celeb-real__id22_0002__0a374460/frame_000002.jpg,0.3823069632053375,0,Celeb-real__id22_0002__0a374460
YouTube-real__00264__742b463d/frame_000024.jpg,0.38782230019569397,0,YouTube-real__00264__742b463d
Celeb-real__id54_0002__c9b3819e/frame_000001.jpg,0.20838694274425507,0,Celeb-real__id54_0002__c9b3819e
Celeb-real__id10_0006__556711a5/frame_000021.jpg,0.2267831265926361,0,Celeb-real__id10_0006__556711a5
Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7/frame_000029.jpg,0.5968295335769653,1,Celeb-synthesis__FaceReenact__LIA__id19_id20_0007__f00570e7
Celeb-synthesis__TalkingFace__SadTalker__id54_0002_test_id03981_WtHDD38CbYE__17aa1a91/frame_000004.jpg,0.49402621388435364,1,Celeb-synthesis__TalkingFace__SadTalker__id54_0002_test_id03981_WtHDD38CbYE__17aa1a91
Celeb-real__id23_0003__a72d5360/frame_000020.jpg,0.219159796833992,0,Celeb-real__id23_0003__a72d5360
YouTube-real__00196__a95352ad/frame_000005.jpg,0.08017032593488693,0,YouTube-real__00196__a95352ad
Celeb-real__id22_0002__0a374460/frame_000031.jpg,0.21361161768436432,0,Celeb-real__id22_0002__0a374460
Celeb-real__id24_0003__a477989b/frame_000028.jpg,0.24792438745498657,0,Celeb-real__id24_0003__a477989b
YouTube-real__00286__8f69328e/frame_000024.jpg,0.3561926484107971,0,YouTube-real__00286__8f69328e
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a/frame_000029.jpg,0.5070096850395203,1,Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a
Celeb-real__id41_0006__b2c84306/frame_000012.jpg,0.16855962574481964,0,Celeb-real__id41_0006__b2c84306
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0/frame_000018.jpg,0.35535547137260437,1,Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0
Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2/frame_000009.jpg,0.4716937243938446,1,Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2
Celeb-real__id10_0006__556711a5/frame_000016.jpg,0.23839811980724335,0,Celeb-real__id10_0006__556711a5
Celeb-synthesis__FaceSwap__UniFace__id1_id6_0000__86d0e867/frame_000023.jpg,0.15145449340343475,1,Celeb-synthesis__FaceSwap__UniFace__id1_id6_0000__86d0e867
Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2/frame_000015.jpg,0.13924863934516907,1,Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0/frame_000001.jpg,0.19235365092754364,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0
Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0/frame_000019.jpg,0.345681756734848,1,Celeb-synthesis__FaceSwap__BlendFace__id50_id52_0003__cc0baeb0
Celeb-synthesis__FaceReenact__FSRT__id23_id31_0002__4e62bc1c/frame_000023.jpg,0.6719562411308289,1,Celeb-synthesis__FaceReenact__FSRT__id23_id31_0002__4e62bc1c
Celeb-real__id22_0009__54037f2f/frame_000031.jpg,0.4086604118347168,0,Celeb-real__id22_0009__54037f2f
Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11/frame_000022.jpg,0.4473618268966675,1,Celeb-synthesis__FaceReenact__MCNET__id1_id31_0002__a642fb11
Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304/frame_000015.jpg,0.2805296778678894,1,Celeb-synthesis__FaceReenact__LivePortrait__id50_id54_0006__cbc29304
Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6/frame_000031.jpg,0.9462252855300903,1,Celeb-synthesis__FaceReenact__FSRT__id50_id56_0007__1fcbdab6
Celeb-real__id22_0004__b044e515/frame_000012.jpg,0.39340680837631226,0,Celeb-real__id22_0004__b044e515
Celeb-real__id19_0003__02a18478/frame_000000.jpg,0.9125397205352783,0,Celeb-real__id19_0003__02a18478
Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16/frame_000001.jpg,0.8463674187660217,1,Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16
YouTube-real__00075__0ae7a63e/frame_000020.jpg,0.4785074293613434,0,YouTube-real__00075__0ae7a63e
Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16/frame_000022.jpg,0.8797313570976257,1,Celeb-synthesis__FaceReenact__MCNET__id44_id46_0002__55fffb16
